Epoch,Train Loss,Test AUC-ROC,Test AUC-PR,Test Log Prob
0,-2.044717998504639,0.5647559120453602,0.6713388050844292,-1144.5000906422695
1,-2.1477670907974242,0.5839001269785393,0.7121189015737627,-1108.5252903646438
2,-2.163741416931152,0.5346173671439886,0.653780285804973,-1135.9520944862593
3,-2.1336755561828613,0.5815742824455312,0.6934765151748914,-1123.7507608140995
4,-2.1627112567424773,0.5644093926402736,0.6770709431978243,-1129.6034538190224
5,-2.1567336893081666,0.5683939729196263,0.6868938110543404,-1128.0239171101275
6,-2.1614479541778566,0.5485669340340202,0.6695169000007601,-1131.049728554199
7,-2.1857327485084532,0.566089343860399,0.6834201438996297,-1141.3403039076456
8,-2.1571150267124177,0.5843055782552394,0.7020289304914205,-1130.6613593504135
9,-2.156737656593323,0.6422953256810953,0.7535188999039191,-1123.1722576040638
10,-2.1641364133358003,0.6005927760526018,0.7144427629164518,-1136.0983938528575
11,-2.168544443845749,0.626008913642021,0.7340266560951083,-1130.585538313433
12,-2.175523785352707,0.619794351340818,0.7297959216212679,-1129.233945172159
13,-2.175008784532547,0.5922008775348563,0.6975382532960048,-1128.6878811724582
14,-2.171658853292465,0.5914056901472196,0.7040965828959761,-1128.619207552479
15,-2.1503311371803284,0.5938871148212872,0.7073311102685007,-1124.9007169096537
16,-2.1602650940418244,0.6195507662714825,0.7305347216088681,-1129.505721732177
17,-2.189189429283142,0.6325362077419193,0.751079085785367,-1129.6162821672883
18,-2.1676925563812257,0.6249355678203694,0.7357139307199149,-1129.5284356016614
19,-2.1637041556835173,0.6140040985152312,0.729886774177297,-1134.2366690932631
20,-2.187103741168976,0.6061032989275972,0.7177471469664192,-1134.8527846957086
21,-2.1864535915851593,0.6367242994179103,0.761755452739815,-1127.594453199878
22,-2.1540960824489592,0.6413932751662665,0.7651149817656938,-1126.8920368691229
23,-2.1735886216163633,0.6634762260972329,0.7573666319223917,-1126.8866231665488
24,-2.184398139715195,0.6296925484970015,0.7182948345272895,-1130.751824645682
25,-2.1690965688228605,0.6506927245068581,0.7421777434179928,-1128.9020317076006
26,-2.165209001302719,0.6092596899712097,0.7137865969463542,-1131.873355658527
27,-2.1719157695770264,0.6105546196301279,0.7257046633551818,-1136.1011225820755
28,-2.1695122957229613,0.5945707245320024,0.713544541662458,-1133.005685269221
29,-2.1821713650226595,0.532747262418124,0.6727805742382482,-1138.348945968635
30,-2.177274590730667,0.6299314190166079,0.7396535372479145,-1135.6159502684923
31,-2.1543809032440184,0.5471227103003482,0.6832209270477058,-1134.7255666903702
32,-2.169059340953827,0.6284133340038471,0.7328520021828502,-1138.6503027778406
33,-2.1829698526859285,0.6294246049207327,0.7345068291481176,-1131.7323161482996
34,-2.1574473142623902,0.6329393017437548,0.732488847297865,-1131.2943555644972
35,-2.171364731788635,0.6466657132799436,0.7548546991630314,-1137.4879977217952
36,-2.1909536147117614,0.6279190920405828,0.7320741726187843,-1129.6182360365585
37,-2.1669041860103606,0.5981019222790762,0.7090379223163332,-1128.071415652165
38,-2.167881671190262,0.5854873587206597,0.7109483077299099,-1134.6393466505976
39,-2.1817001950740815,0.5520038407865127,0.685887671081159,-1137.4481730048915
40,-2.155112919807434,0.5928837014872834,0.7045976013772655,-1135.2732498951423
41,-2.183554939031601,0.5491971121811393,0.6814373313526776,-1133.9282207377976
42,-2.168043175935745,0.6220879797840108,0.7282768395793902,-1132.0370112735627
43,-2.196831809282303,0.603500081718862,0.718796386550963,-1136.4069593811296
44,-2.177322632074356,0.5807170201531286,0.7067774661007048,-1134.4856448526784
45,-2.175198179483414,0.6195161929068027,0.7137113397905392,-1136.7634961211033
46,-2.1633946907520296,0.60038219283137,0.6946832475286349,-1135.6596404489505
47,-2.180412074327469,0.5597144868684075,0.6868139836404704,-1137.484315802731
48,-2.173435266017914,0.5946697300763129,0.7118395077311896,-1127.8492615080736
49,-2.1780262744426726,0.5564009441671591,0.6765136119938602,-1127.3369717759176
50,-2.173125054836273,0.605719848882966,0.712785468936089,-1133.3659710635122
51,-2.187567993402481,0.5941652732553023,0.7154357890843477,-1133.8656140612104
52,-2.170366339683533,0.5509328522397254,0.7014556917923834,-1136.2379012064025
53,-2.142681541442871,0.5606204661746772,0.6941356711720326,-1129.1316025524618
54,-2.1775447368621825,0.5804223607950617,0.702172943228925,-1138.390281708102
55,-2.149644719362259,0.6143168303139261,0.7216065330785577,-1133.7574529532328
56,-2.1764755415916444,0.5521374196955029,0.6934391058186287,-1138.9244732617653
57,-2.1950038540363312,0.5672004060798833,0.7113739060042468,-1133.4641298778865
58,-2.155756176710129,0.5881337926352447,0.7324459925659426,-1134.4564093698493
59,-2.1816752445697785,0.6016409776090318,0.7290238995052105,-1142.6272033874461
60,-2.158817796707153,0.5783102425164381,0.7314229674522894,-1137.1428177352257
61,-2.1816874742507935,0.5852044857369155,0.7317993679278267,-1139.8365259912982
62,-2.1701832938194277,0.5887969726304673,0.701053163579062,-1132.5954809551547
63,-2.1729694986343384,0.5846882425415824,0.7193528027356112,-1132.4203128444374
64,-2.176301771402359,0.5248833934700343,0.6832399774727096,-1131.9868969514864
65,-2.164010856151581,0.5357802894104927,0.6935792333979303,-1137.6322999261172
66,-2.1809666526317595,0.5801669893514037,0.7233025253330642,-1132.623435196862
67,-2.179458556175232,0.6674246614953294,0.7678961939639701,-1130.8617324313568
68,-2.1776085650920867,0.6084527162092506,0.7326976818157878,-1136.8201773247479
69,-2.172554079294205,0.6185874266101759,0.7369949622540665,-1131.3156797450083
