Epoch,Train Loss,Test AUC-ROC,Test AUC-PR,Test Log Prob
0,-1.9967959892749787,0.5299126180975495,0.5829586418214114,-1079.168794709155
1,-2.13562060713768,0.5378263537510113,0.5902137822023992,-1068.1022458096986
2,-2.1472037518024445,0.5174643821904096,0.5737698203475639,-1073.5470641208453
3,-2.1559046375751496,0.5163014041438699,0.5816298503080204,-1072.9342048833503
4,-2.1640945982933046,0.5719083809837234,0.6261224385216064,-1068.669861334286
5,-2.172135491371155,0.5620380654627231,0.6171027252172652,-1062.882832961594
6,-2.1583666896820066,0.5563765820615135,0.6009240455907212,-1061.9509085170548
7,-2.1746329152584076,0.5729222373057989,0.6132519744684728,-1063.8491115370457
8,-2.1675811898708344,0.5614355794150314,0.6076343745264974,-1067.3307182562367
9,-2.167023568153381,0.5569147915038326,0.5991686204330184,-1066.6590715735058
10,-2.179197415113449,0.5920689525141579,0.6257247047787621,-1061.7752616061593
11,-2.183292909860611,0.5451461735708312,0.5977193219590796,-1063.1455221466576
12,-2.169282352924347,0.5988094258642205,0.6503569188144487,-1060.8384890232342
13,-2.165228728055954,0.5578515158994611,0.631704134920354,-1063.8346796283531
14,-2.1744053840637205,0.5146619221961688,0.5815594134093085,-1064.6413238869104
15,-2.1793453907966613,0.6142280979609747,0.6724067255266565,-1061.0859959502952
16,-2.155670529603958,0.5480874710326765,0.6140570851756324,-1063.0862440691244
17,-2.1707878375053404,0.5346836562589987,0.5893131785463601,-1064.770920991171
18,-2.1848044896125796,0.5528045168456127,0.6022861123407747,-1064.3440879750528
19,-2.173623661994934,0.5746448503297819,0.6232898737566892,-1060.9615549367925
20,-2.1859356677532196,0.6074490586476888,0.6696544006926106,-1062.4984083636964
21,-2.171656459569931,0.5130507219548315,0.595907677823343,-1062.7244364415733
22,-2.170241582393646,0.5816132913735654,0.6311580312252774,-1061.9239286377606
23,-2.1782772290706633,0.5915444554143184,0.6394832395951005,-1061.3332855340661
24,-2.173991957902908,0.6312519711492315,0.6679389638475375,-1061.2201867267618
25,-2.157245589494705,0.5335189641696492,0.592749428048695,-1066.9491583559882
26,-2.1808367264270783,0.5129915874778889,0.5808887801009851,-1064.594010410468
27,-2.1573570907115935,0.604157239431212,0.6419537397462396,-1063.681358182985
28,-2.1820056772232057,0.5530821917808219,0.6128033703408937,-1064.3570225641374
29,-2.183719493150711,0.5314038353421915,0.6046711431942333,-1064.2147603642507
30,-2.170267243385315,0.577848396341547,0.608151145825657,-1065.248194128752
31,-2.168428603410721,0.5154186720967543,0.5998913092710484,-1065.0201824256023
32,-2.16783753991127,0.5458472170800938,0.6144943505374846,-1061.3553476982083
33,-2.1423878479003906,0.49926124754891876,0.5863910734262558,-1064.2868170865274
34,-2.177784639596939,0.5159800211170074,0.5973140714842048,-1064.8308715790774
35,-2.1729022741317747,0.47447618851728446,0.5793367822677156,-1068.638959602742
36,-2.18371755361557,0.5915907345701867,0.6337862358172275,-1062.3445762825143
37,-2.187629791498184,0.5132984011408669,0.58789589209546,-1065.1865734977036
38,-2.1637581217288973,0.48723209510880744,0.567612814024328,-1065.102020750574
39,-2.186692702770233,0.5123848163231725,0.5683277400679105,-1069.2503394905025
40,-2.1706244468688967,0.4691643698493014,0.5530674948316843,-1068.848979909346
41,-2.1788247406482695,0.464117370795453,0.5509893981706746,-1066.7102949658527
42,-2.1643721330165864,0.6172593826703416,0.6501008409059413,-1065.894445044546
43,-2.165575314760208,0.47835592441756825,0.5586458359639825,-1072.5845702999723
44,-2.1669368708133696,0.5299614683176327,0.5909804461910411,-1064.2645226362815
45,-2.195776960849762,0.46944118776310556,0.5575151205722573,-1068.2355926199923
46,-2.162978605031967,0.5004345098523181,0.5766706498249149,-1066.247665424971
47,-2.1607861387729645,0.5277546381998437,0.5996415724287198,-1061.8042585147111
48,-2.171376564502716,0.6107588753136698,0.6628288861364374,-1064.9551217061926
49,-2.1826629400253297,0.5289227583748132,0.6390017040600096,-1063.8915675458643
50,-2.1671132230758667,0.49344378625200547,0.5750493106088393,-1062.5377216850407
51,-2.1827519869804384,0.4772246561630123,0.5557933487831761,-1067.107075415723
52,-2.163389803171158,0.47940063351022255,0.5575273090765911,-1069.5540551135905
53,-2.203826206922531,0.4435968502749325,0.5457102903614623,-1068.801881763415
54,-2.1811302661895753,0.4686415867922717,0.5567125423788997,-1068.8044982803272
55,-2.1618763518333437,0.47849733294938773,0.5486723304789034,-1067.1150545554437
56,-2.1854116535186767,0.4914152165864495,0.5664185609581596,-1066.5891120812016
57,-2.1605937671661377,0.46293211019238417,0.5701275369984501,-1068.5441032540962
58,-2.158365432024002,0.4112545764943025,0.5186366423515797,-1068.4673028969898
59,-2.1625197625160215,0.4263330110932851,0.5249722824496446,-1069.0523633758144
60,-2.1823362672328948,0.45554458568157197,0.5298335268796166,-1069.7450444960446
61,-2.1749211883544923,0.4451206343329631,0.5304611096590499,-1070.9768530002684
62,-2.146149616241455,0.49897928750668474,0.5573556382487732,-1068.6360055942696
63,-2.182671830654144,0.605774438822384,0.6499895631186954,-1068.119460324076
64,-2.1449260771274568,0.4563493287808356,0.5502320192791955,-1068.2332064287468
65,-2.174455624818802,0.4856431774239994,0.5514753650966313,-1068.827315863965
66,-2.1813236367702484,0.4682156471540033,0.5643486791542939,-1068.812027958847
67,-2.158440819978714,0.44781682367298803,0.5422781222165509,-1068.8544647720232
68,-2.1810182189941405,0.48750548493699175,0.5560612157787191,-1068.5717935922994
69,-2.1807663190364837,0.4739774020595938,0.5495947281852512,-1067.9938314598958
