Epoch,Train Loss,Test AUC-ROC,Test AUC-PR,Test Log Prob
0,-1.8875712180137634,0.7583487940630799,0.7840934126196515,-60.7447884156173
1,-1.9386281609535216,0.8205009276437847,0.852312228611459,-58.7868129608568
2,-1.9644817066192628,0.8974953617810761,0.9122203558217388,-57.423447475586855
3,-1.9750867283344269,0.8705936920222633,0.9073815339650031,-57.59093105693258
4,-1.9802280950546265,0.8738404452690166,0.9190768771661642,-57.939973903581965
5,-2.0091366112232207,0.8474025974025975,0.9011079182647257,-58.42028171016365
6,-1.9873242712020873,0.9160482374768089,0.9477410171300404,-57.41662291518521
7,-1.988083871603012,0.8854359925788499,0.9241720961547533,-57.559890555348126
8,-1.9831760334968567,0.9206864564007421,0.9469823578389729,-57.174778907182365
9,-1.9884181094169617,0.9308905380333953,0.9555473500991593,-57.427884570376335
10,-2.0188479912281037,0.9095547309833024,0.9362722291103244,-57.65386357005129
11,-2.0015520644187927,0.9276437847866419,0.9479783305183287,-57.28039673793475
12,-1.9857316184043885,0.9369202226345084,0.9571092368047812,-56.712267991161184
13,-1.9729903972148894,0.9480519480519481,0.9654819532845538,-55.568887382691
14,-1.9952937436103821,0.9475881261595548,0.9647833457391324,-56.894722367717534
15,-2.0020527040958402,0.9434137291280148,0.9637007907950934,-57.143017179434196
16,-1.9683355569839478,0.9206864564007421,0.9487432626148224,-56.86360647043368
17,-2.0007995450496674,0.9308905380333952,0.9554597965565009,-56.93537999109653
18,-1.9895263874530793,0.935064935064935,0.9579667363011386,-55.98310204636458
19,-1.9677931416034697,0.9410946196660482,0.9633945804919417,-56.01239578736018
20,-2.0022853028774263,0.9666048237476809,0.977518402120543,-56.4162136750457
21,-1.9686299777030944,0.9545454545454545,0.9701578599065563,-55.141062468599344
22,-1.9947383880615235,0.9591836734693877,0.9745611652026394,-55.99663828632049
23,-1.9834931147098542,0.9582560296846011,0.9736069761094168,-55.9993579789452
24,-1.9914103221893311,0.9619666048237476,0.9766198533106042,-55.20374825925659
25,-1.996562362909317,0.9675324675324676,0.9777661905376189,-56.44583993671999
26,-2.005864586830139,0.9304267161410018,0.9614664220757279,-57.35480682181122
27,-1.9995809268951417,0.937847866419295,0.9631002358206541,-56.04638762806271
28,-1.9704669439792633,0.9341372912801484,0.9606800538936257,-55.00564141580374
29,-1.9846316814422607,0.9281076066790351,0.9585048950411249,-55.87183789662671
30,-1.994559029340744,0.9397031539888682,0.9632510638540794,-55.872658063072215
31,-1.9879488599300386,0.9285714285714285,0.9556994065177565,-56.299613809741345
32,-1.992587639093399,0.9410946196660482,0.9620353473873615,-55.82685641331484
33,-1.9857054185867309,0.9128014842300557,0.9452098082842055,-55.70755248453303
34,-1.9685579824447632,0.9202226345083487,0.9517141678981941,-55.478682102626934
35,-1.9988470840454102,0.9197588126159555,0.9538143000688296,-57.085864374561815
36,-1.9907016897201537,0.9332096474953616,0.9609257503029537,-56.54493762503965
37,-2.0061773109436034,0.9332096474953617,0.9577073386803834,-56.59830049999793
38,-2.0028344941139222,0.9420222634508348,0.9633693895475322,-56.5002578436676
39,-1.9899119114875794,0.9448051948051949,0.9632168644956536,-56.77789397004608
40,-1.9902693355083465,0.9341372912801484,0.958584174070843,-56.130024068672114
41,-1.9751893186569214,0.9568645640074211,0.9699395535350923,-55.58423508118819
42,-2.0233916127681733,0.9424860853432282,0.9635560191312167,-57.25617095604713
43,-2.0041582202911377,0.9318181818181817,0.9605461158467564,-56.57488375274045
44,-1.9827861726284026,0.9652133580705009,0.977091964442315,-56.25738770283072
45,-1.9833352148532868,0.9628942486085343,0.9753743713981913,-55.31183399192631
46,-1.9985731613636017,0.9420222634508348,0.9651830530689662,-55.73184322368338
47,-1.9856378209590912,0.9179035250463821,0.9531599752312591,-57.20136997070471
48,-1.9930952632427215,0.9220779220779219,0.9578545949872599,-55.82559222517281
49,-2.0105393850803375,0.9239332096474954,0.9528349199340472,-57.12741109135116
50,-1.9916952800750733,0.9183673469387754,0.9525524252085882,-57.13801690210264
51,-1.988230700492859,0.9346011131725417,0.9596611067807458,-55.577930459449085
52,-2.0013021337985992,0.9392393320964749,0.9622613308672184,-56.529383434236784
53,-1.9741752922534943,0.9540816326530612,0.9688460939262774,-55.445079219508294
54,-1.993355849981308,0.923469387755102,0.9572388089345045,-55.54636096525531
55,-1.9925329518318176,0.9596474953617811,0.974874651640358,-56.15981219753945
56,-2.0085509991645814,0.9559369202226344,0.9720517325653485,-55.58082515620667
57,-1.9940075397491455,0.9587198515769945,0.9739330459050957,-56.053115306880045
58,-2.0038240718841553,0.9522263450834879,0.9677405087334161,-56.313721765744866
59,-1.9757623660564423,0.9401669758812615,0.9624646730732465,-55.98318540593763
60,-1.9905383336544036,0.9257884972170686,0.9575593207903481,-57.08714752487555
61,-1.9772123610973358,0.9596474953617811,0.9722018512314625,-56.79566437312798
62,-1.9810447192192078,0.9564007421150279,0.9724153541208003,-55.79528614766454
63,-1.993082082271576,0.9554730983302412,0.9743323691144763,-57.11116381844585
64,-1.9979424488544464,0.9666048237476808,0.9772578972606698,-55.64230393307543
65,-2.004708969593048,0.9499072356215212,0.9697955921299016,-56.39388571298766
66,-1.986494677066803,0.9675324675324676,0.9798742330943737,-55.7656797310802
67,-2.0025985932350157,0.9735621521335805,0.9842858285202154,-58.11600311405065
68,-1.9818092393875122,0.987012987012987,0.9900068349514917,-56.00443801312982
69,-1.9919520545005798,0.9652133580705009,0.973832115255188,-56.16436835647238
70,-1.9982329666614533,0.9647495361781075,0.9757205174425935,-56.191003879282654
71,-1.9898269557952881,0.965213358070501,0.9767625830599592,-56.008525871187494
72,-1.9787788128852843,0.9763450834879406,0.9849318467330891,-55.396869055700854
73,-1.9907150149345398,0.9911873840445269,0.9926009090415226,-54.985247033164825
74,-1.9779053235054016,0.933673469387755,0.9631107217302766,-55.58461362426018
75,-1.9864817261695862,0.9670686456400742,0.9789647433137872,-55.196155458383615
76,-2.0078887867927553,0.9512987012987012,0.9687316491443153,-56.873796939818945
77,-1.9894597923755646,0.9332096474953617,0.9637828800740101,-55.7674331575372
78,-1.9940611708164215,0.9475881261595548,0.9684761572516676,-55.9463619602213
79,-1.9923209238052368,0.9281076066790352,0.9599584701439021,-55.715403394940516
80,-1.9792362606525422,0.9536178107606679,0.9730920424582709,-54.53905796999597
81,-1.9946330285072327,0.9642857142857143,0.975156760026059,-55.73330989578809
82,-1.991646912097931,0.9559369202226345,0.9699374210254904,-56.38437772060925
83,-2.0144391906261445,0.9355287569573283,0.9627704287447609,-57.69435850555437
84,-1.9742263770103454,0.9369202226345084,0.9627129377851793,-56.50098408419825
85,-1.9871375596523284,0.9452690166975881,0.9662025262961542,-55.07951957411057
86,-1.993241447210312,0.9211502782931354,0.9560112368699694,-55.80660095856632
87,-1.9887701511383056,0.9369202226345084,0.962843156826242,-56.040518845480506
88,-1.981352324485779,0.9392393320964749,0.9643403763490509,-55.69854926223049
89,-1.978674043416977,0.9392393320964749,0.9643082210198644,-55.13451273937352
90,-2.000937360525131,0.9230055658627088,0.9568859194579802,-56.740953761591754
91,-1.993863662481308,0.9332096474953617,0.9610464922014719,-56.155882678809895
92,-1.9865583491325378,0.9429499072356216,0.9631641905123507,-55.882998644840356
93,-1.9877691841125489,0.9517625231910947,0.9705029930238569,-56.17114544330819
