Epoch,Train Loss,Test AUC-ROC,Test AUC-PR,Test Log Prob
0,-1.7633049714565276,0.759920634920635,0.8426191278930697,-28.4476062882212
1,-1.9680569052696228,0.8293650793650794,0.8870623636611519,-28.1057257568017
2,-1.9516387331485747,0.888888888888889,0.9281503942107656,-26.987891195832876
3,-1.966549928188324,0.8670634920634921,0.9174696772972748,-27.461650362415998
4,-1.9632788598537445,0.9107142857142857,0.9463293650793649,-27.08114933396944
5,-1.9691012728214263,0.9087301587301587,0.9440006612114935,-27.46604589300734
6,-1.9521147191524506,0.888888888888889,0.9312046249546249,-27.364536757399815
7,-1.9893843269348144,0.8829365079365079,0.9256932466656915,-27.08157372544516
8,-1.9548606848716736,0.9265873015873016,0.9410935413715968,-26.947288486537367
9,-1.9647467601299287,0.9047619047619049,0.9181915268851162,-27.37779457048998
10,-1.9816561150550842,0.8908730158730158,0.9308138624879447,-26.952632510994672
11,-1.9704066276550294,0.875,0.9173657530149386,-27.367261332807296
12,-1.9633502566814423,0.875,0.9202966427384578,-27.5312923367409
13,-1.9565052855014802,0.8650793650793651,0.9187678187678188,-27.159072702971
14,-1.9779377734661103,0.9285714285714285,0.948538774070453,-26.90041747307942
15,-1.964953271150589,0.8888888888888888,0.9268185447682398,-27.293149735800863
16,-1.9729664933681488,0.8928571428571429,0.9270196128715398,-27.391102694165667
17,-1.9854085540771484,0.9265873015873015,0.9494369267515534,-27.60564642342012
18,-1.9635733902454375,0.9146825396825397,0.9530583031309774,-28.01629370818833
19,-1.9777121460437774,0.9325396825396826,0.9548156415343914,-27.632019658565333
20,-1.9932559716701508,0.865079365079365,0.911797044632906,-27.771178881584092
21,-1.9883666908740998,0.871031746031746,0.921997258902546,-27.83112629127734
22,-1.9690831530094146,0.9464285714285714,0.9621630405035577,-27.38029357585101
23,-1.99083429813385,0.880952380952381,0.9312020572539506,-27.102911618413128
24,-1.9836064291000366,0.871031746031746,0.9256558641975308,-27.338418124977814
25,-1.9662522304058074,0.8690476190476191,0.9242769189790925,-27.06576581038979
26,-1.9726098108291625,0.8829365079365079,0.9236615702518591,-27.1545721596333
27,-1.988701455593109,0.9246031746031745,0.9544269978420634,-26.8744039079051
28,-1.9821321415901183,0.9503968253968254,0.9696567983356599,-27.005851739585378
29,-1.9574194824695588,0.9642857142857143,0.9720074911496135,-27.139697441619376
30,-1.9808772480487824,0.9206349206349207,0.9453249007936506,-27.249306884463238
31,-1.9803332233428954,0.9821428571428572,0.9855626780626778,-27.246858543283995
32,-1.9810705065727234,0.9722222222222222,0.9807062311090444,-27.35064132814081
33,-1.991332836151123,0.9464285714285714,0.9634163059325478,-27.37261373911595
34,-1.958553010225296,0.9146825396825397,0.9451917814553683,-27.045171192424952
35,-1.9596269643306732,0.9345238095238095,0.9528420364357864,-27.363197050582635
36,-1.9863008642196656,0.9067460317460317,0.9429973267473266,-27.138197110735426
37,-1.9842699539661408,0.9206349206349207,0.9499118409210117,-27.256759743677335
38,-1.9891680765151978,0.8988095238095237,0.9403085803085802,-27.221544548533466
39,-1.9734634935855866,0.9345238095238095,0.9562181113030892,-27.33144698061565
40,-1.964313577413559,0.9007936507936507,0.9409131956006955,-27.661465152121313
41,-1.9796963715553284,0.9166666666666667,0.9462547483380817,-27.18992599081927
42,-1.9657806074619293,0.8908730158730159,0.934884715380405,-27.25556356009215
43,-1.996597112417221,0.9047619047619048,0.9388819270398217,-27.318963835447484
44,-1.964227784872055,0.9345238095238094,0.9583740176850633,-26.782579234346677
45,-1.9629914617538453,0.9484126984126985,0.9631569556731974,-26.901197042715886
46,-1.9807553267478943,0.9345238095238095,0.9538492063492063,-27.317870363368986
47,-1.9651730942726136,0.9384920634920635,0.9555017950875169,-27.28991309359758
48,-1.9663962924480438,0.9285714285714286,0.9518040293040291,-27.11501353296731
49,-1.9721704125404358,0.9087301587301587,0.9424062686993719,-27.614599702107874
50,-1.9701832354068756,0.9206349206349206,0.9495092986209515,-27.513690452420484
51,-1.995854480266571,0.9107142857142857,0.9443396463936744,-27.501070793118288
52,-1.9721351599693298,0.9325396825396826,0.9552684294871794,-27.34768045338658
53,-1.9724464344978332,0.9226190476190477,0.9476796955057822,-27.22415229935505
54,-1.987144602537155,0.9265873015873016,0.9498703553391052,-27.39903260665482
55,-1.9710919606685637,0.873015873015873,0.9256558641975308,-27.598968704316956
56,-1.9619694650173187,0.9166666666666667,0.9451934523809522,-27.91403805479777
57,-1.9760607147216798,0.8888888888888888,0.9324892199892199,-27.839173850382288
58,-1.9893906795978546,0.9206349206349206,0.9466052429287721,-27.65115398687868
59,-1.977633615732193,0.9087301587301587,0.9427229101176406,-27.39033408097186
60,-1.9653211903572083,0.8829365079365079,0.9340627004713691,-27.774352552294584
61,-1.9651937246322633,0.9365079365079365,0.9560447505003955,-27.537736367981445
62,-1.9778489685058593,0.9305555555555556,0.9526950990186283,-27.182743015636717
63,-1.971805716753006,0.9404761904761905,0.9615916454151747,-27.015033976587574
64,-1.9786490857601167,0.9444444444444444,0.9611178383390393,-26.977373433923198
65,-1.967322188615799,0.9384920634920635,0.9559188347494798,-27.119226992904235
66,-1.9757299888134003,0.9444444444444444,0.9602058764989798,-27.07477427582359
67,-1.9654426991939544,0.9126984126984127,0.9437865338600631,-26.59812000705788
68,-1.9631566774845124,0.9285714285714286,0.9535006818759677,-26.874760278489113
69,-1.9701496016979219,0.9305555555555556,0.9560900759949671,-27.29122628791249
70,-1.9728425168991088,0.9742063492063492,0.979251591135649,-27.487088828350583
